Age,Overall,Potential,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Weight in lbs,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,Agility,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Years of experience,Height in cm
29,85,85,Right,4.0,4.0,2.0,High/ Medium,Normal,LS,190,65.0,87.0,82.0,65.0,81.0,77.0,62.0,59.0,52.0,83.0,74.0,58.0,53.0,83.0,64.0,76.0,92.0,74.0,93.0,40.0,87.0,74.0,75.0,83.0,11.0,13.0,12.0,8.0,11.0,1,187.96
30,85,85,Right,3.0,3.0,3.0,High/ High,Stocky,CAM,170,73.0,75.0,59.0,84.0,75.0,80.0,73.0,68.0,81.0,85.0,78.0,76.0,82.0,84.0,76.0,93.0,77.0,86.0,88.0,86.0,86.0,76.0,63.0,84.0,11.0,11.0,14.0,8.0,11.0,1,175.26
35,85,85,Right,3.0,4.0,2.0,Medium/ Medium,Lean,CB,201,45.0,57.0,94.0,76.0,60.0,60.0,52.0,76.0,70.0,68.0,60.0,46.0,36.0,92.0,45.0,61.0,83.0,82.0,72.0,83.0,53.0,59.0,60.0,84.0,14.0,10.0,14.0,8.0,14.0,3,198.12
31,85,85,Left,3.0,2.0,2.0,High/ High,Lean,LM,165,75.0,64.0,68.0,83.0,72.0,78.0,65.0,52.0,77.0,79.0,79.0,83.0,79.0,78.0,84.0,94.0,76.0,70.0,86.0,86.0,72.0,76.0,56.0,82.0,8.0,11.0,5.0,10.0,14.0,2,180.34
33,85,85,Right,3.0,3.0,2.0,Medium/ High,Lean,CB,172,48.0,43.0,80.0,70.0,51.0,67.0,32.0,39.0,69.0,73.0,66.0,61.0,57.0,70.0,82.0,65.0,79.0,41.0,83.0,85.0,43.0,58.0,49.0,81.0,12.0,6.0,10.0,13.0,12.0,2,185.42
30,85,85,Right,4.0,4.0,4.0,Medium/ Low,Normal,ST,179,75.0,81.0,80.0,83.0,82.0,83.0,79.0,73.0,62.0,86.0,76.0,76.0,66.0,81.0,73.0,75.0,80.0,75.0,65.0,22.0,86.0,85.0,82.0,79.0,13.0,11.0,5.0,5.0,7.0,10,185.42
32,85,85,Left,3.0,3.0,3.0,High/ Medium,Lean,LB,163,86.0,59.0,72.0,80.0,56.0,77.0,74.0,75.0,77.0,83.0,76.0,75.0,62.0,71.0,71.0,89.0,74.0,60.0,81.0,84.0,71.0,70.0,65.0,88.0,11.0,15.0,9.0,9.0,5.0,4,182.88
32,85,85,Right,4.0,3.0,2.0,Medium/ High,Normal,CB,187,61.0,45.0,84.0,73.0,46.0,63.0,61.0,52.0,66.0,70.0,52.0,57.0,41.0,75.0,72.0,66.0,87.0,55.0,87.0,82.0,41.0,59.0,63.0,81.0,10.0,9.0,5.0,8.0,6.0,11,190.5
35,85,85,Right,4.0,3.0,2.0,Medium/ High,Lean,RCB,179,46.0,46.0,80.0,70.0,23.0,58.0,44.0,47.0,61.0,62.0,65.0,63.0,49.0,63.0,76.0,60.0,86.0,56.0,94.0,85.0,40.0,48.0,57.0,79.0,8.0,15.0,5.0,9.0,10.0,2,187.96
36,85,85,Right,5.0,4.0,5.0,Medium/ Low,Normal,RS,209,73.0,86.0,83.0,79.0,86.0,79.0,82.0,82.0,73.0,84.0,58.0,75.0,39.0,90.0,68.0,61.0,86.0,82.0,84.0,20.0,85.0,79.0,89.0,90.0,13.0,15.0,10.0,9.0,12.0,1,195.57999999999998
22,84,88,Right,2.0,3.0,2.0,Medium/ High,Normal,RCB,174,36.0,40.0,80.0,77.0,28.0,63.0,30.0,27.0,67.0,73.0,72.0,60.0,55.0,66.0,73.0,76.0,83.0,44.0,87.0,82.0,34.0,49.0,44.0,75.0,9.0,7.0,10.0,6.0,15.0,2,187.96
23,84,88,Right,2.0,3.0,2.0,Medium/ High,Normal,RCB,176,47.0,37.0,81.0,68.0,30.0,47.0,36.0,44.0,58.0,56.0,69.0,56.0,43.0,72.0,92.0,67.0,85.0,48.0,89.0,85.0,24.0,27.0,38.0,73.0,9.0,11.0,7.0,10.0,15.0,6,185.42
25,84,87,Left,3.0,2.0,3.0,High/ Medium,Lean,LB,157,89.0,65.0,74.0,83.0,67.0,82.0,87.0,79.0,86.0,82.0,84.0,73.0,70.0,80.0,81.0,92.0,68.0,75.0,78.0,80.0,76.0,74.0,68.0,80.0,13.0,8.0,12.0,11.0,14.0,3,180.34
24,84,88,Left,2.0,3.0,2.0,Medium/ Medium,Normal,LCB,187,58.0,45.0,85.0,76.0,40.0,59.0,61.0,69.0,78.0,73.0,62.0,45.0,55.0,68.0,75.0,67.0,82.0,47.0,75.0,85.0,54.0,57.0,44.0,77.0,10.0,11.0,5.0,14.0,5.0,1,187.96
23,84,88,Right,2.0,3.0,4.0,High/ Medium,Lean,LCM,152,84.0,73.0,58.0,85.0,84.0,83.0,85.0,81.0,82.0,85.0,79.0,77.0,78.0,87.0,72.0,89.0,67.0,88.0,65.0,70.0,79.0,86.0,81.0,83.0,12.0,14.0,15.0,8.0,14.0,2,177.8
22,84,90,Right,2.0,3.0,2.0,Medium/ Medium,Stocky,CB,214,30.0,20.0,86.0,78.0,31.0,42.0,28.0,30.0,63.0,63.0,52.0,33.0,33.0,77.0,38.0,65.0,94.0,62.0,82.0,82.0,26.0,30.0,32.0,72.0,15.0,7.0,14.0,7.0,15.0,2,195.57999999999998
22,84,90,Right,3.0,3.0,4.0,Medium/ Medium,Normal,LW,168,76.0,84.0,69.0,77.0,74.0,87.0,84.0,54.0,60.0,86.0,88.0,85.0,81.0,84.0,74.0,75.0,75.0,80.0,58.0,42.0,83.0,73.0,81.0,79.0,9.0,8.0,8.0,15.0,11.0,4,182.88
22,84,90,Right,3.0,3.0,4.0,High/ High,Lean,LCM,176,69.0,83.0,77.0,85.0,79.0,83.0,75.0,68.0,80.0,85.0,73.0,76.0,62.0,78.0,67.0,90.0,71.0,80.0,84.0,74.0,86.0,85.0,74.0,86.0,7.0,6.0,9.0,11.0,8.0,4,187.96
24,84,88,Right,3.0,2.0,3.0,Medium/ Medium,Lean,CDM,172,79.0,66.0,75.0,83.0,47.0,76.0,71.0,53.0,78.0,82.0,69.0,69.0,67.0,78.0,75.0,92.0,79.0,65.0,85.0,84.0,70.0,75.0,91.0,84.0,13.0,12.0,6.0,8.0,8.0,1,187.96
24,84,89,Right,3.0,3.0,2.0,Medium/ Medium,Lean,LDM,165,72.0,33.0,80.0,81.0,31.0,59.0,49.0,32.0,78.0,76.0,73.0,69.0,68.0,53.0,86.0,75.0,74.0,35.0,80.0,84.0,46.0,51.0,31.0,79.0,6.0,6.0,12.0,10.0,13.0,6,182.88
26,84,86,Right,3.0,4.0,3.0,Medium/ Medium,Normal,CDM,183,68.0,52.0,73.0,84.0,50.0,80.0,79.0,50.0,86.0,79.0,49.0,51.0,51.0,59.0,69.0,84.0,90.0,55.0,75.0,84.0,64.0,83.0,60.0,89.0,6.0,6.0,5.0,14.0,14.0,1,187.96
26,84,87,Right,2.0,3.0,3.0,Medium/ Medium,Lean,CM,148,75.0,57.0,56.0,89.0,71.0,82.0,75.0,76.0,87.0,85.0,75.0,80.0,73.0,71.0,58.0,79.0,66.0,62.0,79.0,78.0,72.0,87.0,84.0,79.0,14.0,7.0,13.0,14.0,8.0,1,180.34
25,84,87,Left,2.0,3.0,4.0,High/ Medium,Normal,RM,154,83.0,81.0,75.0,83.0,74.0,85.0,86.0,72.0,76.0,86.0,87.0,86.0,71.0,83.0,76.0,83.0,66.0,82.0,56.0,42.0,83.0,80.0,74.0,82.0,8.0,11.0,14.0,10.0,9.0,2,177.8
26,84,87,Right,3.0,3.0,3.0,High/ High,Stocky,RB,161,83.0,41.0,70.0,81.0,34.0,76.0,72.0,47.0,71.0,83.0,79.0,81.0,79.0,64.0,76.0,84.0,74.0,36.0,81.0,83.0,61.0,57.0,45.0,77.0,13.0,13.0,15.0,9.0,15.0,6,172.72
24,84,89,Right,3.0,3.0,5.0,High/ Low,Stocky,ST,172,79.0,79.0,65.0,80.0,74.0,85.0,85.0,88.0,74.0,85.0,87.0,82.0,79.0,87.0,74.0,79.0,80.0,81.0,76.0,28.0,83.0,82.0,75.0,79.0,8.0,14.0,6.0,12.0,10.0,2,175.26
25,84,85,Right,3.0,5.0,4.0,High/ High,Lean,LM,143,78.0,85.0,65.0,79.0,79.0,88.0,81.0,70.0,64.0,85.0,88.0,82.0,76.0,86.0,63.0,85.0,63.0,88.0,60.0,39.0,85.0,80.0,71.0,82.0,11.0,13.0,13.0,6.0,10.0,4,182.88
26,84,86,Right,3.0,4.0,2.0,Medium/ High,Normal,CB,172,49.0,25.0,80.0,71.0,27.0,63.0,45.0,16.0,71.0,71.0,67.0,61.0,59.0,65.0,76.0,66.0,80.0,60.0,78.0,87.0,32.0,59.0,41.0,82.0,8.0,10.0,7.0,14.0,13.0,1,187.96
30,84,84,Right,3.0,3.0,5.0,High/ Medium,Lean,RAM,159,80.0,67.0,58.0,80.0,70.0,90.0,78.0,69.0,69.0,85.0,89.0,91.0,82.0,84.0,75.0,78.0,61.0,80.0,78.0,62.0,78.0,76.0,65.0,80.0,5.0,5.0,13.0,6.0,9.0,4,177.8
30,84,84,Left,2.0,3.0,3.0,High/ High,Lean,ST,148,80.0,88.0,78.0,79.0,83.0,86.0,80.0,76.0,64.0,85.0,85.0,87.0,74.0,79.0,68.0,75.0,60.0,82.0,63.0,39.0,86.0,75.0,82.0,85.0,12.0,16.0,9.0,12.0,13.0,4,175.26
29,84,84,Left,3.0,3.0,3.0,Medium/ High,Lean,CDM,187,71.0,64.0,74.0,84.0,73.0,80.0,72.0,67.0,83.0,79.0,52.0,44.0,50.0,83.0,67.0,84.0,85.0,75.0,80.0,86.0,69.0,73.0,64.0,84.0,7.0,15.0,12.0,14.0,9.0,2,193.04
28,84,84,Right,2.0,3.0,4.0,Medium/ High,Normal,RDM,165,68.0,72.0,51.0,86.0,58.0,78.0,76.0,68.0,82.0,83.0,66.0,71.0,75.0,69.0,63.0,77.0,68.0,76.0,76.0,87.0,79.0,86.0,50.0,79.0,15.0,7.0,11.0,14.0,12.0,4,177.8
28,84,84,Right,3.0,2.0,2.0,High/ High,Normal,RB,154,81.0,51.0,74.0,78.0,57.0,79.0,76.0,71.0,67.0,78.0,86.0,67.0,72.0,86.0,83.0,89.0,75.0,69.0,78.0,81.0,67.0,69.0,63.0,75.0,12.0,6.0,16.0,15.0,8.0,2,182.88
27,84,84,Right,3.0,4.0,4.0,High/ Medium,Normal,CM,176,74.0,73.0,50.0,88.0,75.0,85.0,81.0,74.0,83.0,86.0,67.0,78.0,78.0,77.0,61.0,69.0,72.0,73.0,70.0,77.0,79.0,86.0,76.0,87.0,11.0,14.0,5.0,5.0,13.0,3,180.34
31,84,84,Right,3.0,3.0,3.0,High/ High,Lean,RM,161,82.0,78.0,65.0,80.0,84.0,82.0,73.0,65.0,51.0,85.0,88.0,85.0,80.0,78.0,73.0,91.0,55.0,80.0,54.0,40.0,88.0,78.0,62.0,79.0,8.0,5.0,14.0,11.0,11.0,6,177.8
30,84,84,Left,4.0,2.0,5.0,High/ Medium,Lean,RM,152,83.0,72.0,51.0,82.0,77.0,86.0,84.0,82.0,79.0,85.0,85.0,92.0,77.0,83.0,72.0,73.0,60.0,77.0,73.0,38.0,82.0,82.0,73.0,82.0,10.0,7.0,11.0,12.0,11.0,4,180.34
32,84,84,Right,3.0,3.0,3.0,High/ High,Lean,ST,187,72.0,84.0,90.0,75.0,86.0,76.0,64.0,49.0,67.0,77.0,67.0,67.0,53.0,80.0,85.0,83.0,85.0,60.0,88.0,66.0,90.0,74.0,76.0,80.0,10.0,8.0,5.0,8.0,15.0,4,190.5
29,84,84,Right,3.0,4.0,4.0,High/ High,Lean,RW,172,76.0,77.0,31.0,80.0,59.0,88.0,82.0,83.0,77.0,84.0,91.0,89.0,79.0,79.0,41.0,85.0,60.0,81.0,44.0,55.0,80.0,83.0,70.0,79.0,14.0,12.0,13.0,7.0,13.0,6,175.26
30,84,84,Right,3.0,4.0,4.0,Medium/ Medium,Normal,CDM,157,80.0,66.0,49.0,88.0,65.0,84.0,83.0,81.0,87.0,86.0,68.0,79.0,83.0,74.0,57.0,74.0,67.0,78.0,73.0,76.0,75.0,88.0,78.0,80.0,13.0,8.0,7.0,7.0,10.0,2,175.26
29,84,84,Right,3.0,4.0,4.0,Medium/ Medium,Lean,LCM,179,69.0,71.0,80.0,89.0,77.0,78.0,69.0,68.0,79.0,84.0,67.0,78.0,60.0,78.0,76.0,86.0,82.0,74.0,82.0,80.0,75.0,79.0,81.0,89.0,5.0,7.0,7.0,10.0,7.0,1,187.96
31,84,84,Right,3.0,4.0,4.0,High/ Low,Normal,CAM,170,87.0,78.0,59.0,84.0,77.0,86.0,90.0,84.0,80.0,90.0,75.0,79.0,80.0,80.0,48.0,73.0,72.0,82.0,57.0,37.0,79.0,87.0,74.0,82.0,11.0,15.0,9.0,14.0,12.0,2,175.26
34,84,84,Right,3.0,5.0,3.0,High/ Medium,Lean,ST,163,70.0,88.0,84.0,76.0,85.0,84.0,85.0,77.0,75.0,88.0,65.0,77.0,69.0,84.0,69.0,66.0,63.0,85.0,61.0,34.0,87.0,83.0,84.0,87.0,12.0,11.0,7.0,8.0,5.0,5,180.34
30,84,84,Right,3.0,2.0,2.0,Medium/ High,Normal,RCB,187,47.0,44.0,85.0,60.0,46.0,58.0,29.0,35.0,51.0,58.0,64.0,60.0,64.0,77.0,86.0,69.0,86.0,48.0,88.0,77.0,49.0,45.0,24.0,82.0,6.0,8.0,5.0,12.0,5.0,1,185.42
32,84,84,Right,3.0,4.0,3.0,High/ Medium,Normal,RS,159,55.0,86.0,89.0,79.0,84.0,75.0,83.0,73.0,58.0,82.0,69.0,76.0,75.0,79.0,91.0,68.0,75.0,80.0,75.0,41.0,88.0,70.0,81.0,87.0,10.0,13.0,6.0,9.0,5.0,6,177.8
32,84,84,Right,3.0,3.0,2.0,Low/ High,Lean,RCB,181,38.0,27.0,77.0,74.0,31.0,59.0,53.0,45.0,72.0,71.0,54.0,53.0,56.0,65.0,77.0,55.0,82.0,53.0,81.0,86.0,30.0,57.0,37.0,75.0,8.0,6.0,5.0,9.0,8.0,6,190.5
30,84,84,Right,3.0,4.0,4.0,High/ Medium,Normal,LS,150,82.0,76.0,38.0,82.0,72.0,89.0,79.0,79.0,74.0,87.0,94.0,92.0,94.0,76.0,70.0,75.0,48.0,79.0,56.0,40.0,81.0,85.0,72.0,84.0,8.0,11.0,12.0,9.0,6.0,5,165.1
37,84,84,Right,3.0,3.0,2.0,Low/ High,Normal,CB,192,40.0,21.0,72.0,65.0,35.0,64.0,50.0,31.0,65.0,65.0,61.0,52.0,64.0,54.0,81.0,53.0,83.0,39.0,66.0,90.0,28.0,62.0,60.0,88.0,4.0,2.0,4.0,2.0,4.0,8,187.96
34,84,84,Right,3.0,4.0,5.0,High/ Low,Normal,RM,148,92.0,67.0,41.0,79.0,80.0,89.0,94.0,73.0,75.0,88.0,84.0,91.0,84.0,79.0,63.0,65.0,55.0,80.0,74.0,24.0,78.0,84.0,74.0,80.0,12.0,14.0,10.0,5.0,15.0,4,175.26
34,84,84,Left,4.0,2.0,4.0,High/ Low,Normal,RM,176,80.0,85.0,51.0,82.0,86.0,89.0,90.0,81.0,71.0,88.0,83.0,87.0,90.0,86.0,60.0,64.0,67.0,86.0,47.0,37.0,84.0,80.0,78.0,85.0,10.0,8.0,11.0,5.0,15.0,10,180.34
21,83,92,Left,3.0,5.0,4.0,High/ Low,Lean,RW,148,78.0,78.0,43.0,78.0,76.0,90.0,78.0,64.0,70.0,83.0,93.0,90.0,85.0,83.0,59.0,73.0,46.0,70.0,54.0,36.0,79.0,84.0,75.0,75.0,6.0,6.0,14.0,10.0,13.0,2,177.8
21,83,92,Right,2.0,3.0,4.0,High/ High,Normal,ST,161,66.0,84.0,74.0,76.0,72.0,86.0,76.0,54.0,66.0,85.0,87.0,92.0,91.0,78.0,77.0,84.0,68.0,73.0,73.0,32.0,88.0,77.0,78.0,82.0,13.0,8.0,6.0,6.0,15.0,3,175.26
26,83,83,Right,1.0,4.0,4.0,High/ Medium,Normal,RW,165,83.0,74.0,64.0,83.0,76.0,85.0,86.0,78.0,82.0,83.0,88.0,85.0,76.0,82.0,64.0,86.0,70.0,78.0,62.0,40.0,82.0,83.0,77.0,81.0,12.0,12.0,13.0,15.0,13.0,1,177.8
26,83,83,Right,1.0,3.0,2.0,Medium/ Medium,Normal,LCB,176,40.0,38.0,83.0,74.0,44.0,56.0,45.0,49.0,61.0,70.0,83.0,77.0,68.0,53.0,69.0,76.0,73.0,41.0,88.0,84.0,38.0,42.0,56.0,71.0,16.0,15.0,13.0,15.0,10.0,1,185.42
26,83,83,Right,1.0,3.0,4.0,High/ Low,Normal,ST,183,56.0,85.0,83.0,73.0,82.0,75.0,59.0,67.0,47.0,74.0,79.0,55.0,55.0,85.0,84.0,56.0,87.0,82.0,65.0,32.0,83.0,58.0,77.0,79.0,8.0,11.0,20.0,19.0,20.0,1,187.96
22,83,89,Left,2.0,3.0,3.0,High/ High,Normal,LCB,176,62.0,31.0,79.0,79.0,33.0,58.0,50.0,32.0,75.0,78.0,75.0,74.0,65.0,55.0,77.0,80.0,84.0,39.0,85.0,83.0,39.0,60.0,50.0,80.0,7.0,8.0,14.0,15.0,9.0,4,187.96
23,83,88,Right,2.0,4.0,4.0,High/ Medium,Lean,CM,141,62.0,74.0,42.0,88.0,71.0,88.0,64.0,70.0,78.0,88.0,78.0,89.0,90.0,76.0,53.0,82.0,58.0,73.0,78.0,75.0,74.0,81.0,58.0,79.0,7.0,14.0,15.0,14.0,9.0,1,172.72
23,83,88,Right,2.0,3.0,3.0,High/ Medium,Normal,CM,179,67.0,75.0,82.0,84.0,62.0,77.0,66.0,73.0,86.0,81.0,75.0,75.0,74.0,82.0,90.0,87.0,77.0,81.0,81.0,76.0,79.0,80.0,70.0,74.0,7.0,10.0,14.0,9.0,14.0,2,180.34
22,83,89,Left,3.0,2.0,4.0,High/ Medium,Lean,LM,137,83.0,75.0,54.0,84.0,78.0,85.0,85.0,81.0,75.0,86.0,86.0,87.0,86.0,79.0,71.0,79.0,63.0,76.0,63.0,66.0,77.0,85.0,68.0,80.0,11.0,15.0,13.0,7.0,14.0,1,170.18
22,83,87,Right,2.0,3.0,5.0,Medium/ Low,Lean,LM,157,81.0,76.0,52.0,77.0,77.0,88.0,84.0,70.0,63.0,83.0,95.0,87.0,84.0,77.0,75.0,76.0,61.0,73.0,36.0,23.0,79.0,75.0,70.0,75.0,5.0,3.0,5.0,3.0,5.0,4,177.8
22,83,88,Right,2.0,4.0,2.0,Medium/ Medium,Stocky,CB,214,35.0,20.0,80.0,74.0,24.0,55.0,30.0,27.0,69.0,64.0,64.0,48.0,44.0,44.0,72.0,63.0,93.0,25.0,76.0,80.0,27.0,61.0,38.0,75.0,11.0,8.0,7.0,9.0,14.0,4,195.57999999999998
22,83,87,Right,3.0,4.0,3.0,High/ Medium,Normal,RW,165,69.0,87.0,76.0,77.0,82.0,83.0,62.0,56.0,55.0,84.0,93.0,81.0,76.0,74.0,78.0,83.0,59.0,67.0,63.0,37.0,85.0,61.0,72.0,74.0,9.0,9.0,8.0,15.0,9.0,3,180.34
23,83,87,Left,2.0,3.0,3.0,High/ Medium,Lean,CM,176,70.0,69.0,77.0,85.0,72.0,79.0,73.0,59.0,83.0,83.0,73.0,79.0,72.0,80.0,73.0,82.0,80.0,79.0,76.0,80.0,76.0,80.0,69.0,82.0,9.0,12.0,9.0,7.0,15.0,7,193.04
23,83,88,Right,3.0,4.0,3.0,High/ High,Lean,CM,174,75.0,72.0,75.0,84.0,68.0,81.0,76.0,75.0,79.0,83.0,84.0,76.0,70.0,77.0,67.0,86.0,70.0,78.0,80.0,83.0,77.0,82.0,60.0,80.0,13.0,8.0,15.0,11.0,9.0,1,187.96
26,83,84,Right,2.0,4.0,5.0,High/ Low,Lean,RM,159,79.0,86.0,60.0,78.0,69.0,84.0,75.0,76.0,73.0,82.0,90.0,87.0,79.0,82.0,82.0,83.0,61.0,83.0,60.0,33.0,79.0,81.0,74.0,78.0,10.0,13.0,6.0,7.0,13.0,1,175.26
25,83,86,Left,3.0,2.0,4.0,High/ High,Lean,RAM,143,84.0,68.0,53.0,86.0,77.0,83.0,90.0,78.0,89.0,83.0,76.0,85.0,78.0,80.0,38.0,86.0,59.0,75.0,71.0,62.0,75.0,88.0,73.0,83.0,11.0,7.0,11.0,8.0,14.0,3,180.34
27,83,83,Right,2.0,4.0,4.0,High/ High,Normal,RW,154,86.0,73.0,52.0,83.0,54.0,82.0,82.0,75.0,75.0,83.0,84.0,79.0,84.0,82.0,68.0,90.0,57.0,80.0,65.0,44.0,81.0,83.0,56.0,75.0,9.0,16.0,9.0,9.0,7.0,4,172.72
24,83,86,Right,3.0,4.0,4.0,High/ Medium,Lean,LM,161,78.0,79.0,53.0,77.0,68.0,88.0,81.0,78.0,71.0,87.0,89.0,88.0,71.0,84.0,68.0,74.0,59.0,75.0,61.0,18.0,81.0,71.0,74.0,75.0,9.0,11.0,9.0,10.0,10.0,1,180.34
26,83,85,Left,1.0,4.0,4.0,High/ Medium,Lean,LS,170,61.0,83.0,80.0,78.0,79.0,78.0,71.0,56.0,56.0,81.0,77.0,70.0,69.0,81.0,72.0,72.0,74.0,77.0,55.0,40.0,83.0,58.0,73.0,72.0,15.0,12.0,7.0,12.0,10.0,1,180.34
29,83,83,Right,3.0,3.0,2.0,Medium/ High,Normal,RCB,190,45.0,39.0,81.0,74.0,44.0,57.0,32.0,30.0,67.0,62.0,60.0,52.0,57.0,46.0,90.0,78.0,86.0,41.0,92.0,81.0,34.0,50.0,47.0,75.0,9.0,11.0,14.0,9.0,7.0,3,190.5
26,83,84,Right,2.0,4.0,4.0,Medium/ Medium,Lean,RCM,165,72.0,71.0,74.0,86.0,63.0,80.0,80.0,69.0,83.0,83.0,68.0,76.0,72.0,81.0,77.0,77.0,63.0,80.0,71.0,69.0,77.0,84.0,65.0,73.0,9.0,14.0,12.0,7.0,8.0,8,177.8
22,83,88,Right,2.0,4.0,4.0,High/ Medium,Normal,ST,165,74.0,81.0,46.0,79.0,83.0,87.0,64.0,62.0,68.0,83.0,92.0,87.0,88.0,85.0,64.0,68.0,68.0,81.0,63.0,38.0,80.0,74.0,68.0,74.0,14.0,10.0,10.0,9.0,7.0,2,175.26
27,83,86,Right,2.0,3.0,2.0,Medium/ High,Lean,CB,174,35.0,34.0,85.0,72.0,27.0,47.0,34.0,28.0,69.0,68.0,55.0,61.0,49.0,43.0,87.0,58.0,77.0,31.0,83.0,84.0,29.0,41.0,37.0,75.0,14.0,13.0,14.0,13.0,12.0,4,187.96
24,83,87,Right,2.0,4.0,3.0,High/ Medium,Lean,RCB,154,62.0,29.0,83.0,81.0,27.0,69.0,47.0,29.0,74.0,80.0,67.0,61.0,59.0,46.0,75.0,79.0,77.0,38.0,79.0,81.0,48.0,67.0,44.0,80.0,7.0,15.0,11.0,10.0,8.0,3,187.96
24,83,86,Left,3.0,3.0,4.0,High/ Medium,Lean,RW,154,84.0,70.0,50.0,86.0,72.0,88.0,87.0,80.0,75.0,89.0,83.0,86.0,84.0,78.0,50.0,77.0,56.0,87.0,23.0,20.0,76.0,84.0,72.0,76.0,15.0,15.0,9.0,8.0,9.0,4,175.26
24,83,86,Right,3.0,5.0,4.0,Medium/ Medium,Lean,CM,170,83.0,78.0,65.0,84.0,84.0,88.0,78.0,76.0,79.0,89.0,78.0,80.0,75.0,86.0,75.0,69.0,66.0,82.0,48.0,66.0,79.0,84.0,63.0,83.0,11.0,13.0,5.0,13.0,8.0,2,187.96
25,83,85,Right,3.0,4.0,4.0,High/ Medium,Normal,LM,154,79.0,71.0,44.0,80.0,68.0,90.0,71.0,69.0,74.0,88.0,93.0,89.0,88.0,83.0,38.0,72.0,53.0,84.0,67.0,69.0,73.0,79.0,53.0,82.0,12.0,10.0,9.0,5.0,7.0,1,175.26
25,83,84,Right,3.0,3.0,4.0,High/ Medium,Normal,RM,154,75.0,78.0,50.0,77.0,70.0,88.0,69.0,74.0,74.0,81.0,94.0,94.0,90.0,79.0,77.0,75.0,59.0,76.0,72.0,50.0,80.0,74.0,74.0,80.0,9.0,10.0,14.0,7.0,14.0,1,175.26
26,83,86,Right,3.0,3.0,3.0,Medium/ High,Normal,CDM,183,50.0,61.0,78.0,82.0,55.0,76.0,48.0,53.0,79.0,78.0,63.0,58.0,60.0,76.0,67.0,83.0,89.0,65.0,85.0,84.0,69.0,73.0,52.0,84.0,9.0,7.0,13.0,14.0,15.0,4,187.96
28,83,85,Right,2.0,4.0,2.0,Medium/ High,Normal,CB,168,70.0,32.0,82.0,80.0,38.0,55.0,55.0,37.0,61.0,78.0,70.0,60.0,68.0,54.0,81.0,78.0,79.0,28.0,78.0,81.0,37.0,53.0,45.0,73.0,12.0,7.0,10.0,15.0,7.0,9,180.34
27,83,83,Right,2.0,3.0,4.0,Medium/ High,Normal,RCM,163,70.0,72.0,59.0,85.0,56.0,82.0,65.0,49.0,77.0,80.0,81.0,82.0,80.0,70.0,70.0,95.0,77.0,66.0,87.0,86.0,79.0,79.0,53.0,79.0,13.0,13.0,5.0,5.0,8.0,4,175.26
30,83,83,Left,2.0,3.0,3.0,Medium/ Medium,Normal,CB,194,25.0,37.0,80.0,73.0,39.0,65.0,62.0,56.0,77.0,72.0,65.0,33.0,35.0,75.0,68.0,81.0,83.0,60.0,73.0,85.0,20.0,65.0,72.0,85.0,11.0,9.0,9.0,13.0,11.0,1,193.04
26,83,86,Right,3.0,3.0,4.0,High/ High,Normal,RB,150,85.0,63.0,72.0,86.0,50.0,78.0,74.0,60.0,78.0,83.0,78.0,69.0,74.0,65.0,47.0,85.0,69.0,66.0,68.0,81.0,69.0,83.0,57.0,76.0,14.0,16.0,11.0,15.0,10.0,6,177.8
27,83,84,Left,2.0,3.0,4.0,High/ Medium,Lean,ST,170,72.0,78.0,80.0,78.0,77.0,82.0,83.0,67.0,58.0,82.0,88.0,84.0,77.0,83.0,78.0,78.0,72.0,76.0,60.0,31.0,83.0,74.0,77.0,77.0,7.0,13.0,10.0,11.0,5.0,5,182.88
28,83,83,Right,3.0,4.0,3.0,High/ Medium,Lean,LCM,159,79.0,76.0,45.0,83.0,77.0,80.0,83.0,76.0,84.0,82.0,82.0,77.0,77.0,75.0,67.0,86.0,59.0,78.0,68.0,70.0,84.0,85.0,76.0,85.0,15.0,14.0,9.0,9.0,15.0,6,177.8
27,83,83,Right,2.0,4.0,3.0,High/ High,Lean,LCM,148,72.0,63.0,34.0,84.0,68.0,86.0,78.0,75.0,79.0,84.0,84.0,91.0,80.0,69.0,67.0,88.0,47.0,73.0,64.0,75.0,73.0,82.0,64.0,83.0,13.0,11.0,7.0,6.0,16.0,2,177.8
28,83,83,Right,2.0,3.0,3.0,Medium/ High,Lean,RDM,146,60.0,50.0,69.0,80.0,32.0,75.0,33.0,61.0,72.0,79.0,76.0,80.0,80.0,80.0,87.0,89.0,70.0,66.0,84.0,87.0,67.0,67.0,54.0,80.0,8.0,6.0,8.0,12.0,13.0,3,175.26
29,83,83,Right,3.0,5.0,4.0,Medium/ Medium,Normal,RM,165,77.0,74.0,53.0,80.0,81.0,84.0,83.0,64.0,71.0,86.0,84.0,87.0,85.0,85.0,69.0,83.0,62.0,73.0,69.0,64.0,82.0,84.0,72.0,76.0,5.0,11.0,14.0,5.0,7.0,1,177.8
